video_id,search_keyword,title,channel_name,upload_date,view_count,like_count,comment_count_total,comment_text,comment_author,comment_likes,comment_date
6CG3UX-vCzQ,kuliner karawang viral,Viral! Senichi Coffee Kini Hadir di Karawang—Kolaborasi Seru Bareng Kuliner Karawang,Senichi Story,2025-11-27T05:31:27Z,8,3,3,"Yang mau ke sana boleh banget, sudah di sediakan banyak sekali colokan listrik dan wifi, yang mau Nugas Bareng untuk Mahasiswa, dan temen""yang mau WFC bisa banget.",@SenichiStory,0,2025-11-27T05:34:30Z
6CG3UX-vCzQ,kuliner karawang viral,Viral! Senichi Coffee Kini Hadir di Karawang—Kolaborasi Seru Bareng Kuliner Karawang,Senichi Story,2025-11-27T05:31:27Z,8,3,3,"Pengen banget ke sini, suka banget sama kopinya, aku suka pesen yang botolan dan di kirim ke kantor,, yummy dan creamy🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤",@putrinoviyandari4018,0,2025-11-27T06:52:18Z
MHKl0KhCaTM,kuliner karawang viral,Akhirnya gaes Jus Antara hadir di Karawang #shorts #trending #viral #kuliner,Agung maryono,2025-11-26T11:30:31Z,1043,6,0,,,0,
pcbjGZ42lQM,kuliner karawang viral,"kuliner legend, yang sudah mulai langka. ini ada di Gempol. #roadrezdelivery #viral #tutut #karawang",RoadRez Delivery banyusari cilamaya,2025-11-25T04:52:42Z,846,8,0,,,0,
tfZtO5tFaAk,kuliner karawang viral,"ES TELER SULTAN, ARETHA GEMPOL, TERENDUL, #roadrezdelivery #esteler #viral #kulinerkarawang #reels",RoadRez Delivery banyusari cilamaya,2025-11-21T03:03:31Z,1079,3,0,,,0,
wvhXhKwjL_8,kuliner karawang viral,NPP berada#karawang #fypシ゚viral #kopi #kuliner,baraya karawang,2025-11-20T02:10:32Z,158,0,0,,,0,
mMPg8BopwLM,kuliner karawang viral,tuturut munding #karawang #fypシ゚viral #kopi,baraya karawang,2025-11-18T07:09:20Z,2,0,0,,,0,
NQkFEB1Wmag,kuliner karawang viral,JIBRUG #karawang #fypシ゚viral #kopihitam #hujanderas #hujanrintik,baraya karawang,2025-11-18T06:54:34Z,3,0,0,,,0,
z1cufF_YXPo,kuliner karawang viral,Jalan Jajan ke Karawang ada apa sih? makanan nyaman dan juga santai #kuliner #viral #food,PapaEren's,2025-11-17T12:53:32Z,1552,17,0,,,0,
3doNqUrXjl0,kuliner karawang viral,Bakso balap #shortvideo #viral #kuliner #fypシ,Makan Yuk,2025-11-16T22:34:21Z,12,2,0,,,0,
3TbyipEB75E,kuliner karawang viral,Bakso BUNGA viral kedungwowo tempuran #baksobunga #kedungwowo #tempuran #kulinerkarawang,ARNOEZ ARVEIN,2025-11-16T13:53:03Z,2132,12,3,😮😅,@NandoGanteng-l4n,2,2025-11-23T09:12:20Z
3TbyipEB75E,kuliner karawang viral,Bakso BUNGA viral kedungwowo tempuran #baksobunga #kedungwowo #tempuran #kulinerkarawang,ARNOEZ ARVEIN,2025-11-16T13:53:03Z,2132,12,3,Mntap iraha urang kadinya,@NengCitra13,2,2025-11-17T06:11:57Z
6RCPjnc8hrQ,kuliner karawang viral,Bakso Pratama Viral Di Karawang #kuliner #visitkuliner #shortvideo #shorts #short #youtubeshorts,Gorila Gembul,2025-11-14T12:00:00Z,3968,51,1,Bang coba review CAKWE HAN satu2 ny cakwe ter'enak di karawang,@rofficial737,0,2025-11-23T17:18:33Z
9LeGqxw4LuI,kuliner karawang viral,Camilan Sehat Enak di Karawang #soursally #shorts #kuliner #karawang #viral,Febri Dwi Cahya Gumilar (efe),2025-11-12T15:41:28Z,443,2,0,,,0,
Lqe5FbLDYno,kuliner karawang viral,Makan Enak di Mall #shorts #viral #karawang #kuliner,Febri Dwi Cahya Gumilar (efe),2025-11-11T14:34:19Z,371,2,0,,,0,
L7gAAVFo9Mk,kuliner karawang viral,Nasi Uduk Enak di Karawang #shorts #viral #karawang #kuliner #fyp,Febri Dwi Cahya Gumilar (efe),2025-11-10T13:50:51Z,21,0,0,,,0,
hiS_p2sccSA,kuliner karawang viral,RM Bu Tedy 88 khas Karawang Rawa Panjang Bekasi Viral...Enak Murah,IRFAN_A CHANEL ( DUNIA PARIWISATA & KULINERAN ),2025-11-10T04:20:55Z,949,7,0,,,0,
m-TUT6EakpA,kuliner karawang viral,pisang wijen AA cemilan viral di karawang#janganlupajajan #kuliner #jajanan #fypシ゚viral #karawang,Indra Wan,2025-11-06T18:32:39Z,5,1,0,,,0,
sa0BUtcrRSM,kuliner karawang viral,Warung Nasi Enak di Karawang #shorts #karawang #fypシ #kuliner #viral,Febri Dwi Cahya Gumilar (efe),2025-11-06T14:12:44Z,1647,4,0,,,0,
65ErODomLkQ,kuliner karawang viral,BAKSO FAVORITE SEMUA KALANGAN‼️KULINER KARAWANG BAKSO GOMBONG KEBUMEN #shortvideo #viral #bakso,Viora Family,2025-11-05T01:17:14Z,2311,15,0,,,0,
6M8LP2K6hAU,kuliner karawang viral,Nasi Goreng Enak di Karawang #nasigoreng #kuliner #shorts #viral,Febri Dwi Cahya Gumilar (efe),2025-11-04T15:20:20Z,1059,1,0,,,0,
vFBai_yBWIk,kuliner karawang viral,Jajanan Viral Karawang,shintyaRizki,2025-11-03T13:57:33Z,2222,16,2,Ngiler liat mbak nya jadi pengen coba 🤤,@RayALIM-969,0,2025-11-03T14:07:14Z
nGrd0LXuqOs,kuliner karawang viral,Tempat Makan Untuk Keluarga Enak di Karawang #shorts #kuliner #karawang #viral,Febri Dwi Cahya Gumilar (efe),2025-11-01T14:41:04Z,948,9,0,,,0,
RtH_ceQA3aA,kuliner karawang viral,#capcut #capcutedit #rumahmakan #abahading #karawang #viral #viralvideo #viralshorts #viralshort,Demi AA,2025-11-01T12:58:01Z,1684,10,0,,,0,
gn9jJ423EBA,kuliner karawang viral,Cilok Goang Enak di Karawang #cilgo #shorts #kuliner #viral #fypシ,Febri Dwi Cahya Gumilar (efe),2025-10-31T15:50:38Z,886,10,0,,,0,
XP2jbZtrS44,kuliner karawang viral,BAKMI GM KARAWANG‼️ #kuliner #viral #kulinerviral #bakmigm #shorts #shortvideo,Doyan jajan,2025-10-30T11:01:06Z,3362,67,2,Di palembang bakmi GM blom ada tuch😮,@ritajulia8086,0,2025-10-30T11:54:40Z
BH3cBKdc5PU,kuliner karawang viral,Ada yang Viral di Karawang Mie Ayam Coet Karawang #kuliner #shorts #mieayamcoetkarawang,Uyay Similikiti,2025-10-30T01:32:06Z,1712,28,0,,,0,
jZ3AX3Z69rQ,jajanan karawang hits,Begini kondisi kuliner malam dikarawang saat ini #kuliner #malam #karawang #jawabarat #hits,Hai audie,2025-11-23T05:31:01Z,45,3,2,D:,@KhalisaImuet-k5r,2,2025-11-23T05:58:07Z
5sXrAiC8zNE,jajanan karawang hits,Rekomendasi dongg tempat yg wajib di datengin buat kulineran hihi #bantusubscribe #karawanghits,Ajeng Yuliana,2025-11-17T04:28:38Z,1312,12,0,,,0,
uMHx7HXnKFE,jajanan karawang hits,Cuanki yang garut Pride banget #jajanmalam #kulinerkarawang #hobimakan #karawanghits,Iwan Abdurahman Vj,2025-11-02T13:42:29Z,606,4,0,,,0,
iSfzxh_zTt0,jajanan karawang hits,Lumpia Semarang Enak #shortfood #shorts #jajanan #karawanghits,Fazzam Brother's,2025-11-02T01:39:03Z,56,4,0,,,0,
P5o5KnduzBc,jajanan karawang hits,Lumpia Semarang #shortvideo #shorts #shortfood #foodies #jajanan #karawanghits,Fazzam Brother's,2025-11-02T00:33:56Z,1054,6,0,,,0,
ERUl_hEkY0o,jajanan karawang hits,Jajan Cilok Lagi #shorts #shortvideo #shortkids #karawanghits,Fazzam Brother's,2025-11-01T23:53:58Z,1087,19,0,,,0,
U4qzrXaO3V8,jajanan karawang hits,KULINER SORE KARAWANG. #karawang #kulinerkarawang#jajanankarawang #food #karawang #jajanankarawang,Kunyah Kuy!!,2025-10-28T12:29:59Z,2057,15,0,,,0,
Z5p-GmKuqWE,jajanan karawang hits,Kuliner Viral Karawang. Warung tepi sungai #karawang #warungsambelbeledag #kuliner #kulinerviral,Ridwan Maulana ajis,2025-10-27T14:32:31Z,1132,6,0,,,0,
jikzvCI6-WY,jajanan karawang hits,Joging Track Kartika Residence Karawang #shortkids #shorts #karawanghits,Fazzam Brother's,2025-10-26T00:01:02Z,1203,8,1,,,0,
kigHJ0T9hAU,jajanan karawang hits,JAJAN JAJAN #shorts #streetfood #foodies #jajanan #karawanghits #shorts,Fazzam Brother's,2025-10-19T03:10:22Z,39,5,0,,,0,
6sRDQgWqoa8,cafe baru karawang,rame terus nihh tempat nongkrong baru😍 #cafe #tempatnongkrong #placetogo #jakarta #jakartatimur,muti,2025-10-07T14:16:52Z,393,2,0,,,0,
IDMJoAMfkW8,cafe baru karawang,Brunch spot baru di Gunawarman! #jakarta #cafe,OLIN EATS,2025-09-17T07:19:10Z,1474,59,0,,,0,
NWymWEInitg,cafe baru karawang,Dessertnya Instagramable Banget-Cafe Baru Hits di Jakarta!😍| Artirasa Review #short #artirasa,Bens Kitchen Studio,2025-09-06T10:00:42Z,231,4,0,,,0,
othgA8t9XbA,cafe baru karawang,"NEKAD PAPA! Cafe Willgoz Buka di Pusat Jakarta! Dengan Versi Halal, NO PORK NO LARD!",Slow Cups,2025-09-01T10:33:02Z,653,3,0,,,0,
CGo7cQ2-V_c,cafe baru karawang,"matcha cafe baru di jakarta lagi?! 😳 usu matcha, gold island pik deket padang pagi sore #serly",MakanVibes,2025-08-23T14:16:19Z,3055,24,0,,,0,
F3rdrGeZDQ0,cafe baru karawang,BARU CAFE TERLUAS DI BEKASI ‘n #shortvideo #kuliner #syukakjajans,SyukakJajans,2025-08-22T04:37:34Z,254,2,0,,,0,
uGW9u8FPgp0,cafe baru karawang,"one day Itinerary in Jakarta (cafe hopping, thrifting shop and local eats in pasar baru)",estelleinaday,2025-08-20T08:00:58Z,9983,184,16,love it❤,@Kindaxen,0,2025-10-28T06:57:45Z
uGW9u8FPgp0,cafe baru karawang,"one day Itinerary in Jakarta (cafe hopping, thrifting shop and local eats in pasar baru)",estelleinaday,2025-08-20T08:00:58Z,9983,184,16,"Hi, nice to know your newest video is in my notification list. I'm always waiting your coffee-hopping vlog to make my day more colorful. ^^",@sagaraman79,0,2025-08-22T03:59:31Z
uGW9u8FPgp0,cafe baru karawang,"one day Itinerary in Jakarta (cafe hopping, thrifting shop and local eats in pasar baru)",estelleinaday,2025-08-20T08:00:58Z,9983,184,16,Great video. I have visited a few of those places around Pasar Baru but you have inspired me to go back and search out more.,@philippayne2443,0,2025-08-20T09:46:02Z
uGW9u8FPgp0,cafe baru karawang,"one day Itinerary in Jakarta (cafe hopping, thrifting shop and local eats in pasar baru)",estelleinaday,2025-08-20T08:00:58Z,9983,184,16,Nice... ❤,@merigem1615,0,2025-08-24T10:37:55Z
uGW9u8FPgp0,cafe baru karawang,"one day Itinerary in Jakarta (cafe hopping, thrifting shop and local eats in pasar baru)",estelleinaday,2025-08-20T08:00:58Z,9983,184,16,"Terima kasih ka, sudah mereview pasar baru tempat kelahiran saya dan tumbuh besar. Kantor antaranya g dikunjungi sekalian ka",@rochmuliani6425,0,2025-08-20T09:06:40Z
uGW9u8FPgp0,cafe baru karawang,"one day Itinerary in Jakarta (cafe hopping, thrifting shop and local eats in pasar baru)",estelleinaday,2025-08-20T08:00:58Z,9983,184,16,Review Mixue dong Kak...,@m1r4ikur0,0,2025-09-12T00:39:48Z
uGW9u8FPgp0,cafe baru karawang,"one day Itinerary in Jakarta (cafe hopping, thrifting shop and local eats in pasar baru)",estelleinaday,2025-08-20T08:00:58Z,9983,184,16,Great video again! What’s the name of the song in the beginning?,@Dailydinnernl,0,2025-08-20T19:21:21Z
uGW9u8FPgp0,cafe baru karawang,"one day Itinerary in Jakarta (cafe hopping, thrifting shop and local eats in pasar baru)",estelleinaday,2025-08-20T08:00:58Z,9983,184,16,"Pempek dan kopi drip, hot coffee and milk. Lambung aman guys ?😊",@MasakmasakSimple-95,0,2025-08-21T04:50:16Z
M8t4gCqnJBY,cafe baru karawang,"CAFE BARU DI BEKASI TIMUR, WAJIB COBAIN !! #kuliner #kulinerbekasi",Jalan Bareng Darla,2025-08-10T09:55:42Z,2642,86,1,😊🎉❤,@kanaoFan2,1,2025-08-10T17:27:46Z
GsMmgg7QNW8,cafe baru karawang,📍Greyhound - cafe baru viewn danau di Kemayoran #kulinerviral #kulinerjakarta #cafebaru,DIAZ & LIVIA | foodbudgetid,2025-08-05T15:37:41Z,1836,15,0,,,0,
NtEs-Ki79NA,cafe baru karawang,Cafe Baru!! Ngopi SORE di Rooftop Mal Legend Jakarta| Sun Beans Coffee #rekomendasicafe #shorts,Potret Hari,2025-08-02T11:21:09Z,1905,28,0,,,0,
06gEv2Wde-A,review makanan karawang,#JAJANAN#JOGYA KARAWANG#JAJANANBRODWEY#SEKECILINI#8000LOE,Ujang Fatoni,2025-11-26T23:28:30Z,248,3,0,,,0,
5j6fBg5kyU4,review makanan karawang,#MIE JEBEW#GANJALPERUT#5000#JAJANAN MURAH KARAWANG#KARAWANG INDAH#HUJAN HUJAN,Ujang Fatoni,2025-11-23T09:15:53Z,1842,11,0,,,0,
1LN6HAAuVRQ,review makanan karawang,Review AYCE di GoMeat Karawang By Om Bre,GoMeat Karawang,2025-11-17T20:37:28Z,1082,16,0,,,0,
WMMtx6KGVyg,review makanan karawang,#JAJANAN MURAH KARAWANG#DEPAN JOGYA KARAWANG#DEPAN BAYUKARTA KARAWANG#5000 SEBANYAK INI#fyp,Ujang Fatoni,2025-11-16T08:26:04Z,382,3,0,,,0,
634BriGDY8k,review makanan karawang,LUMPIA LEGEND DI KARAWANG #foodlover #asmr #mukbang #review #lumpiabasah #karawang #kulinerkarawang,RISMA MUSTIKA,2025-11-09T18:08:23Z,1915,15,3,😊😊😊🎉❤,@Jefri-d4t8h,0,2025-11-10T01:43:56Z
634BriGDY8k,review makanan karawang,LUMPIA LEGEND DI KARAWANG #foodlover #asmr #mukbang #review #lumpiabasah #karawang #kulinerkarawang,RISMA MUSTIKA,2025-11-09T18:08:23Z,1915,15,3,kak sedikit saran kalo makan jangan ngecap😊🙏🏻,@inaaulia_56,1,2025-11-10T03:26:31Z
WshSL7jG16c,review makanan karawang,#JAJANAN MURAH KARAWANG/BAKSO MURAH 10000AN KENYANG,Ujang Fatoni,2025-11-03T13:10:04Z,1167,9,2,Widih mau dong bang 10.rb loe,@cinematic4430,3,2025-11-03T13:12:47Z
WshSL7jG16c,review makanan karawang,#JAJANAN MURAH KARAWANG/BAKSO MURAH 10000AN KENYANG,Ujang Fatoni,2025-11-03T13:10:04Z,1167,9,2,Di mn tuh bang,@sugeng9672,3,2025-11-03T13:19:40Z
7SqE4V3ssCI,review makanan karawang,REVIEW BARENG BUPATI & FOOD VLOGGER,Syaffya Channel,2025-11-03T01:22:44Z,1104,5,0,,,0,
MyuIxgM5l_I,review makanan karawang,Review Makanan Daerah Jakarta Pusat,kelas XI.A,2025-10-13T04:12:52Z,6,0,0,,,0,
75u2v7Kbq3o,review makanan karawang,Mr.kim bbq🇰🇷 #fypシ #visitkuliner #kulinerjakarta #reviewmakanan #zellvibes,zellvibes,2025-10-09T12:30:47Z,4210,10,0,,,0,
wLOKdcci6O0,wisata kuliner karawang,ikuti keseruannya bermain di the nice playland karawang #liburan #theniceplaylandkarawang #hiburan,Sahabat Official,2025-11-17T13:17:06Z,55,3,0,,,0,
3R6JFc_VhEQ,wisata kuliner karawang,KAMPUNG KECIL KARAWANG | WISATA KULINER KARAWANG #gastrip #jalanjalan,Gas and Trip,2025-11-14T06:31:58Z,234,1,1,Enakkkknyoooooo,@sheilamaulidya4834,0,2025-11-14T12:55:13Z
6uAZzdnaXuI,wisata kuliner karawang,Healing sambil kulineran #jelajahrasa #kulineran #foodculinary #kulinerkarawang #kuliner #shortvideo,IMI Family Channel,2025-11-02T09:33:53Z,283,1,0,,,0,
29GPSUlGHyc,wisata kuliner karawang,daftar harga sambel wengi pasar johar karawang,PONKQOCTY BABYTWIN,2025-10-29T11:55:14Z,564,10,0,,,0,
F6PH6ljGdCY,wisata kuliner karawang,#kuliner #karawang #cafe #dimsum,Hed Speed,2025-10-28T19:38:49Z,1625,14,0,,,0,
UvwIRVYHUGU,wisata kuliner karawang,Sate maranggi kebon kosong karawang enak murmer || kuliner karawang sate maranggi 2ribuan,Winda Setiana,2025-10-27T09:50:19Z,1214,6,0,,,0,
XkrbdXdvCJk,wisata kuliner karawang,Tempat hidden gem di Karawang #lawasancaraka #hiddengens #tourism #resto,Hed Speed,2025-10-27T04:13:21Z,986,8,0,,,0,
DZVam5ihJuc,bakso enak karawang,Baso lava mas dadi kertabumi karawang barat #viralvideo #bakso #enak #murah,dian nurhidayah,2025-11-20T12:16:58Z,1138,4,0,,,0,
VqwCdq_EqYU,bakso enak karawang,Nyobain bakso mahal asli enak pisan euy,Bagja Queenara,2025-11-18T13:00:17Z,1487,9,0,,,0,
VD2XJOef1Wo,bakso enak karawang,Namanya sih bakso rudal tapi ko isinya lain ya,Bagja Queenara,2025-11-12T12:40:57Z,1396,8,0,,,0,
EJYwdbyt_BQ,bakso enak karawang,Mieayam Viral di Karawang #mieayam #mieayambaso #miayam #bakso #baksoenak #baksoviral #dimsum #food,Devri Ineke jalan jalan,2025-11-11T04:16:57Z,194,6,8,Very good food cooking 🙆,@guitar1004,2,2025-11-11T04:36:24Z
EJYwdbyt_BQ,bakso enak karawang,Mieayam Viral di Karawang #mieayam #mieayambaso #miayam #bakso #baksoenak #baksoviral #dimsum #food,Devri Ineke jalan jalan,2025-11-11T04:16:57Z,194,6,8,Mie ayam viral pasti sangat enak,@Yantisanusi-y4t,1,2025-11-11T04:25:42Z
EJYwdbyt_BQ,bakso enak karawang,Mieayam Viral di Karawang #mieayam #mieayambaso #miayam #bakso #baksoenak #baksoviral #dimsum #food,Devri Ineke jalan jalan,2025-11-11T04:16:57Z,194,6,8,Mie ayam viral di Karawang terimakasih kk sharing nya sehat selalu harganya sangat pantastis,@hasanjedo1574,2,2025-11-11T04:18:21Z
EJYwdbyt_BQ,bakso enak karawang,Mieayam Viral di Karawang #mieayam #mieayambaso #miayam #bakso #baksoenak #baksoviral #dimsum #food,Devri Ineke jalan jalan,2025-11-11T04:16:57Z,194,6,8,terlihat enak itu mie ayam nya 👍👍,@MaulidinurAndFamily,1,2025-11-12T00:18:01Z
EJYwdbyt_BQ,bakso enak karawang,Mieayam Viral di Karawang #mieayam #mieayambaso #miayam #bakso #baksoenak #baksoviral #dimsum #food,Devri Ineke jalan jalan,2025-11-11T04:16:57Z,194,6,8,pasti mantap nih rasanya,@angellenamayya6841,0,2025-11-11T07:58:30Z
EJYwdbyt_BQ,bakso enak karawang,Mieayam Viral di Karawang #mieayam #mieayambaso #miayam #bakso #baksoenak #baksoviral #dimsum #food,Devri Ineke jalan jalan,2025-11-11T04:16:57Z,194,6,8,Mi ayam viral mantap banget 🙏,@suribali1621,0,2025-11-12T03:28:43Z
EJYwdbyt_BQ,bakso enak karawang,Mieayam Viral di Karawang #mieayam #mieayambaso #miayam #bakso #baksoenak #baksoviral #dimsum #food,Devri Ineke jalan jalan,2025-11-11T04:16:57Z,194,6,8,Mi ayam yg viral sedap enak pastinya bunda,@sriwinarti4382,0,2025-11-11T10:27:05Z
EJYwdbyt_BQ,bakso enak karawang,Mieayam Viral di Karawang #mieayam #mieayambaso #miayam #bakso #baksoenak #baksoviral #dimsum #food,Devri Ineke jalan jalan,2025-11-11T04:16:57Z,194,6,8,L4. Hadir sahabatku. Makasih ya.,@opinigino6937,1,2025-11-11T04:39:55Z
aWPj72olZ0w,bakso enak karawang,juragan pentol bakso ahlinya bakso berurat#shortsvideo#karawang#CKM,studio ChanneL,2025-11-10T06:54:00Z,1511,6,0,,,0,
CxZJEpdYxGU,bakso enak karawang,Mie ayam bakso paling enak di Karawang 😇#mieayam #baksoenak,FIYO FAMILY,2025-11-07T08:09:54Z,2240,19,0,,,0,
JLO1fJ2O13A,bakso enak karawang,Bakso petir di bakso balap karawang emang paling enak #yunifitriyana #kuliner #bakso #shortfyp #food,Yuni Fitiryana,2025-11-07T02:00:16Z,663,16,0,,,0,
6QWdiNV6eaE,bakso enak karawang,"BAKSO CIRAWANG BESTIE, KARAWANG",KULINERKU,2025-11-06T06:00:01Z,3113,37,0,,,0,
NJzhXAjRAf4,bakso enak karawang,REKOMENDASI KULINER BAKSO DI KARAWANG #jajanankarawang #karawang #kulinerkarawang #streetfood,Kunyah Kuy!!,2025-11-02T04:52:07Z,1770,17,2,Buka jam brp ini?,@AuliaNisa-q4e,0,2025-11-02T14:54:49Z
f7TcmndVZRY,mie ayam karawang,mie ayam coet karawang #food #mieayam #karawang,Husna Suwarto channel,2025-11-26T11:13:22Z,1435,5,0,,,0,
ltqI8j-YkYA,mie ayam karawang,🍜Jajan Bareng Bunda di Mie Ayam Coet Spesial!🔥#riusfamily #viralfood #jajan #kulinerkarawang #shorts,Rius family,2025-11-19T03:01:03Z,1784,11,0,,,0,
8KwgwqlGdNc,mie ayam karawang,mie ayam coet #karawang #mieayam,Ojan Channel,2025-11-14T14:59:50Z,1154,5,0,,,0,
ohX-LyR5y-o,mie ayam karawang,Detik-detik pedagang mie ayam dihantam truk sampah,ANTARA News,2025-11-12T14:01:35Z,275,2,0,,,0,
s4UmL2U28Yg,mie ayam karawang,"Pedagang Mie Ayam Tertabrak Truk di Narogong Bekasi, Sopir Langsung Kabur",MGS TELEVISI,2025-11-11T11:56:58Z,17741,230,30,Ya allah mas miko Tukang mie ayam langganan saya Semoga sehat sehat aja dan diberi kesembuhan ya allah 🤲🤲🤲,@dnd0fficial611,16,2025-11-13T18:44:13Z
s4UmL2U28Yg,mie ayam karawang,"Pedagang Mie Ayam Tertabrak Truk di Narogong Bekasi, Sopir Langsung Kabur",MGS TELEVISI,2025-11-11T11:56:58Z,17741,230,30,Viralkan supaya ada tindakan hukum,@andynugraha3571,13,2025-11-14T00:50:30Z
s4UmL2U28Yg,mie ayam karawang,"Pedagang Mie Ayam Tertabrak Truk di Narogong Bekasi, Sopir Langsung Kabur",MGS TELEVISI,2025-11-11T11:56:58Z,17741,230,30,Tangkap supirnya dan hukum biar kapok viralkan,@AsifahSifah-q3j,7,2025-11-14T07:13:21Z
s4UmL2U28Yg,mie ayam karawang,"Pedagang Mie Ayam Tertabrak Truk di Narogong Bekasi, Sopir Langsung Kabur",MGS TELEVISI,2025-11-11T11:56:58Z,17741,230,30,"Masuk surga lagi berjuang, ke 2 truk supaya serahkan diri, orangnya kesenggol truk dam. Gerobak kesenggol truk biru",@Supri-c8q,7,2025-11-12T11:23:52Z
s4UmL2U28Yg,mie ayam karawang,"Pedagang Mie Ayam Tertabrak Truk di Narogong Bekasi, Sopir Langsung Kabur",MGS TELEVISI,2025-11-11T11:56:58Z,17741,230,30,Ya Tuhan apa Bapak pedagang Mie Ayam ny selamat..? 😢🤲🏻,@famillygroup,5,2025-11-11T13:30:33Z
s4UmL2U28Yg,mie ayam karawang,"Pedagang Mie Ayam Tertabrak Truk di Narogong Bekasi, Sopir Langsung Kabur",MGS TELEVISI,2025-11-11T11:56:58Z,17741,230,30,Semoga si sopir tersebut segera ditemukan dan bisa mempertanggung jawabkan perbuatannya,@SheilaDannis,1,2025-11-16T04:51:13Z
s4UmL2U28Yg,mie ayam karawang,"Pedagang Mie Ayam Tertabrak Truk di Narogong Bekasi, Sopir Langsung Kabur",MGS TELEVISI,2025-11-11T11:56:58Z,17741,230,30,Ada kecelakaan begitu kok ga ada yg peduli bantuin yaa... menolong korban ato mengejar truck nya.,@liadahlia9157,5,2025-11-12T23:34:38Z
